task_type	prefix	data_type	bound	start	end	video	question	answer	candidates	index
Egocentric Navigation	video/vlnqa/	video	False			stop/4749_frame46.mp4	"This is a navigation video of an agent following instruction: ""Walk out of the bedroom and down the hallway past the little living area on the right. Walk into the door into the next bedroom."" What is the next action it should take?"	Stop	['Move forward', 'Turn left and move forward', 'Stop', 'Turn right and move forward']	3369
Egocentric Navigation	video/vlnqa/	video	False			stop/4297_frame63.mp4	"This is a navigation video of an agent following instruction: ""Turn left and walk straight across the kitchen and through the storage area. Once out, turn right and then enter the last room on the left and stop in the doorway."" What is the next action it should take?"	Stop	['Stop', 'Move forward', 'Turn right and move forward', 'Turn left and move forward']	3370
Egocentric Navigation	video/vlnqa/	video	False			stop/2782_frame56.mp4	"This is a navigation video of an agent following instruction: ""Walk straight along the hallway and turn left on the first corner. Enter the room and walk until you see the purple sofa on the left side, and stop right in front of the animal showpiece placed on the floor."" What is the next action it should take?"	Stop	['Turn right and move forward', 'Move forward', 'Turn left and move forward', 'Stop']	3371
Egocentric Navigation	video/vlnqa/	video	False			stop/548_frame43.mp4	"This is a navigation video of an agent following instruction: ""Walk down the hallway and wait near the end, next to the mirror and side table."" What is the next action it should take?"	Stop	['Stop', 'Turn left and move forward', 'Move forward', 'Turn right and move forward']	3372
Egocentric Navigation	video/vlnqa/	video	False			stop/2501_frame45.mp4	"This is a navigation video of an agent following instruction: ""Turn right and go up the wood stairs. At the top walk forward and turn right. Then walk halfway up the stairs covered in carpet and stop."" What is the next action it should take?"	Stop	['Stop', 'Turn left and move forward', 'Turn right and move forward', 'Move forward']	3373
Egocentric Navigation	video/vlnqa/	video	False			stop/267_frame34.mp4	"This is a navigation video of an agent following instruction: ""Leave the bathroom and walk straight into the hallway. Go straight and enter the office in the second door on your left."" What is the next action it should take?"	Stop	['Turn left and move forward', 'Move forward', 'Turn right and move forward', 'Stop']	3374
Egocentric Navigation	video/vlnqa/	video	False			stop/2690_frame26.mp4	"This is a navigation video of an agent following instruction: ""Go to exit of writing room. Stop between pillars."" What is the next action it should take?"	Stop	['Turn right and move forward', 'Turn left and move forward', 'Stop', 'Move forward']	3375
Egocentric Navigation	video/vlnqa/	video	False			stop/5840_frame44.mp4	"This is a navigation video of an agent following instruction: ""Turn right and go down the hallway. Pass the couches and then turn right. Wait near the coffee table."" What is the next action it should take?"	Stop	['Stop', 'Turn right and move forward', 'Turn left and move forward', 'Move forward']	3376
Egocentric Navigation	video/vlnqa/	video	False			stop/4943_frame48.mp4	"This is a navigation video of an agent following instruction: ""Stand with the windows facing outdoors on your left and walk down the hallway. When you get to the white planter at the end, turn left. Stop in the middle of the room on the circular floor mosaic."" What is the next action it should take?"	Stop	['Turn left and move forward', 'Turn right and move forward', 'Stop', 'Move forward']	3377
Egocentric Navigation	video/vlnqa/	video	False			stop/3529_frame63.mp4	"This is a navigation video of an agent following instruction: ""With the sliding glass door behind you, head out of the room and take a quick dog leg to the left. Go past the kitchen, then turn right and stand between the kitchen and the couch."" What is the next action it should take?"	Stop	['Stop', 'Turn left and move forward', 'Turn right and move forward', 'Move forward']	3378
Egocentric Navigation	video/vlnqa/	video	False			stop/6893_frame35.mp4	"This is a navigation video of an agent following instruction: ""Turn right down the hallway and enter the last room on the left. Stop after entering the bedroom."" What is the next action it should take?"	Stop	['Stop', 'Turn left and move forward', 'Turn right and move forward', 'Move forward']	3379
Egocentric Navigation	video/vlnqa/	video	False			stop/573_frame36.mp4	"This is a navigation video of an agent following instruction: ""Go through the door on the right, then turn left and walk down the hallway. Walk just past the table and then stop."" What is the next action it should take?"	Stop	['Move forward', 'Turn right and move forward', 'Stop', 'Turn left and move forward']	3380
Egocentric Navigation	video/vlnqa/	video	False			stop/5883_frame45.mp4	"This is a navigation video of an agent following instruction: ""Stand with the bed behind you and walk straight down the red carpet. Go into the room with the tile floor and stop after a few steps closer to the middle of the room."" What is the next action it should take?"	Stop	['Stop', 'Turn right and move forward', 'Move forward', 'Turn left and move forward']	3381
Egocentric Navigation	video/vlnqa/	video	False			stop/2564_frame43.mp4	"This is a navigation video of an agent following instruction: ""Walk down the path with an informational sign on your right. Continue straight through the doorway and stop after a couple of feet, just before another informational sign on the right."" What is the next action it should take?"	Stop	['Turn right and move forward', 'Stop', 'Move forward', 'Turn left and move forward']	3382
Egocentric Navigation	video/vlnqa/	video	False			stop/3274_frame61.mp4	"This is a navigation video of an agent following instruction: ""Go through the bathroom and into the kitchenette. Go past the counter and out the open door. Head down the hallway and stop right past the open book."" What is the next action it should take?"	Stop	['Turn right and move forward', 'Stop', 'Move forward', 'Turn left and move forward']	3383
Egocentric Navigation	video/vlnqa/	video	False			stop/2834_frame31.mp4	"This is a navigation video of an agent following instruction: ""Step out of the shower and turn left to leave the bathroom. Continue straight ahead into the bedroom to wait by the bed."" What is the next action it should take?"	Stop	['Stop', 'Turn left and move forward', 'Move forward', 'Turn right and move forward']	3384
Egocentric Navigation	video/vlnqa/	video	False			stop/4828_frame68.mp4	"This is a navigation video of an agent following instruction: ""Walk forward and turn right towards the three stairs to enter the house. Walk forward towards the glass door on the very left corner, and stop there."" What is the next action it should take?"	Stop	['Move forward', 'Stop', 'Turn right and move forward', 'Turn left and move forward']	3385
Egocentric Navigation	video/vlnqa/	video	False			stop/6822_frame37.mp4	"This is a navigation video of an agent following instruction: ""Walk around the bed to the right and into the hallway. Wait at the end of the hallway."" What is the next action it should take?"	Stop	['Move forward', 'Stop', 'Turn right and move forward', 'Turn left and move forward']	3386
Egocentric Navigation	video/vlnqa/	video	False			stop/5873_frame35.mp4	"This is a navigation video of an agent following instruction: ""Walk straight and then turn left. Turn right and wait near the door."" What is the next action it should take?"	Stop	['Move forward', 'Turn left and move forward', 'Turn right and move forward', 'Stop']	3387
Egocentric Navigation	video/vlnqa/	video	False			stop/384_frame77.mp4	"This is a navigation video of an agent following instruction: ""Go down the stairs to the next floor. On the next floor take another right and go down the first section of stairs and stop on the landing in front of the room with the radiator visible."" What is the next action it should take?"	Stop	['Turn left and move forward', 'Stop', 'Move forward', 'Turn right and move forward']	3388
Egocentric Navigation	video/vlnqa/	video	False			stop/2184_frame57.mp4	"This is a navigation video of an agent following instruction: ""Exit sitting room, turn left and go up stairs. At landing turn left and go up stairs. Stop at top of stairs."" What is the next action it should take?"	Stop	['Turn right and move forward', 'Turn left and move forward', 'Stop', 'Move forward']	3389
Egocentric Navigation	video/vlnqa/	video	False			stop/2905_frame30.mp4	"This is a navigation video of an agent following instruction: ""Exit the bathroom and turn right. Continue straight down the hall until you reach the kitchen."" What is the next action it should take?"	Stop	['Turn left and move forward', 'Turn right and move forward', 'Stop', 'Move forward']	3390
Egocentric Navigation	video/vlnqa/	video	False			stop/3856_frame53.mp4	"This is a navigation video of an agent following instruction: ""Turn right and enter the kitchen. Wait in the doorway next to the oven."" What is the next action it should take?"	Stop	['Turn left and move forward', 'Turn right and move forward', 'Stop', 'Move forward']	3391
Egocentric Navigation	video/vlnqa/	video	False			stop/2071_frame54.mp4	"This is a navigation video of an agent following instruction: ""Walk past the sink, and through the open door. Make a hard left at the closed brown and frosted glass french doors, and then a hard right.. Walk past the kitchen, and wait near the sofa end table."" What is the next action it should take?"	Stop	['Turn left and move forward', 'Move forward', 'Stop', 'Turn right and move forward']	3392
Egocentric Navigation	video/vlnqa/	video	False			stop/2599_frame38.mp4	"This is a navigation video of an agent following instruction: ""Walk to the left of the stairs and stop next to the nearest of the two beds."" What is the next action it should take?"	Stop	['Turn left and move forward', 'Stop', 'Move forward', 'Turn right and move forward']	3393
Egocentric Navigation	video/vlnqa/	video	False			stop/6057_frame41.mp4	"This is a navigation video of an agent following instruction: ""Exit the toilet room and then exit the tub room and go through the hallway but turn right into the first archway on the right, take a step into the closet and stop."" What is the next action it should take?"	Stop	['Stop', 'Turn left and move forward', 'Turn right and move forward', 'Move forward']	3394
Egocentric Navigation	video/vlnqa/	video	False			stop/5403_frame50.mp4	"This is a navigation video of an agent following instruction: ""Leave the sitting room and go left. Take a right before you enter the foyer. Go straight into the office. Stop on the rug in front of the bookcase."" What is the next action it should take?"	Stop	['Turn right and move forward', 'Turn left and move forward', 'Stop', 'Move forward']	3395
Egocentric Navigation	video/vlnqa/	video	False			stop/5333_frame59.mp4	"This is a navigation video of an agent following instruction: ""Leave the sitting room and go left. Take a right before you enter the foyer. Take a right before you enter the office area. Enter the bathroom on the left."" What is the next action it should take?"	Stop	['Move forward', 'Turn right and move forward', 'Turn left and move forward', 'Stop']	3396
Egocentric Navigation	video/vlnqa/	video	False			stop/6336_frame47.mp4	"This is a navigation video of an agent following instruction: ""Position yourself so that the red carpet leads to a bed with curtains. Walk straight towards this bed and stop in the doorway of the room and then stop."" What is the next action it should take?"	Stop	['Move forward', 'Turn right and move forward', 'Turn left and move forward', 'Stop']	3397
Egocentric Navigation	video/vlnqa/	video	False			stop/1597_frame58.mp4	"This is a navigation video of an agent following instruction: ""Walk across dining room, turn slight right and enter set of double doors, stop in doorway."" What is the next action it should take?"	Stop	['Turn left and move forward', 'Turn right and move forward', 'Move forward', 'Stop']	3398
Egocentric Navigation	video/vlnqa/	video	False			stop/3822_frame52.mp4	"This is a navigation video of an agent following instruction: ""Exit the kitchen and wait in the sitting room, near the loveseat."" What is the next action it should take?"	Stop	['Move forward', 'Turn right and move forward', 'Turn left and move forward', 'Stop']	3399
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	38.32	castle_s07e04_seg02_clip_14	Why did Castle dress like a fairy when he was speaking to Emily?	To get her to trust him	['To get her to trust him', 'He secretly loved fairies', 'He lost a bet with Emily', 'It was dress like a fairy day at school', 'Mrs Ruiz made him dress up']	3400
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	32.77	61.26	s08e07_seg01_clip_00	Why is Amy so upset when Bernadette says she was asked to be in a sexy scientist magazine?	She thinks Bernadette should be recognized for her work, not her looks. 	"[""She is jealous about Bernadette's looks. "", 'She thinks Bernadette should be recognized for her work, not her looks. ', 'She is jealous about her achievements. ', 'She is jealous she is married to Howard. ', 'She is jealous that she is so smart. ']"	3401
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	57.26	90.18	grey_s02e25_seg02_clip_11	What does Addison say it looked like when Meredith and Derek were arguing earlier?	Addison said it looked like a lover's quarrel. 	"['Addison said it looked like married couple at odds.', 'Addison said it looked like a cat fight.', 'Addison said it looked like cock fight.', ""Addison said it looked like a lover's quarrel. "", ' Addison said it looked like a trainwreck of emotions.']"	3402
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	34.03	63.02	s07e05_seg02_clip_02	Who knocked the door when Bernadette, Amy and Penny where chatting?	Sheldon.	['Sheldon.', 'Amy.', 'Penny.', 'Bernadette.', 'Leonard.']	3403
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	34.32	s02e23_seg02_clip_11	What did Mrs. Koothrappali say after Raj told her that all the other guys going to the north pole?	I don't care what the other guys are doing.	"['Have fun ', 'Well then go ', ""I don't care what the other guys are doing."", 'What other guys?', 'They not my son']"	3404
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	29.31	63.03	friends_s10e01_seg02_clip_02	What did Monica say to the hotel when she was pretending to say good bye to the hotel?	We had a great time, thank you	"['We had a great time, thank you', 'We had a horrible time', 'I want a refund', 'Bad food, bas service, yuck', ""I can't wait to come again!""]"	3405
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	48.07	77.01	house_s07e23_seg02_clip_11	Who was in the room when House was in the bed?	Thirteen, Chase, Foreman, and Taub were in the room with House.	['Barney.', 'Fred.', 'Thirteen, Chase, Foreman, and Taub were in the room with House.', 'George.', 'June']	3406
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	29.99	friends_s06e15-16_seg02_clip_20	who did Janine call when Janine told with Ross ?	Gail Rosten	['Catalyn', 'Carick', 'Cold', 'Catherine', 'Gail Rosten']	3407
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	17.25	44.23	house_s03e16_seg02_clip_17	Why does House say he needs to leave after he tells his team to stay and monitor the patient?	He needs to sleep	['He needs to sleep', 'He is in too much pain ', 'He has a date', 'He is going to talk to Cuddy', 'He already knows the diagnosis']	3408
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	7.7	36.97	house_s01e21_seg02_clip_19	What did the doctors recommend for the patient that was in extreme pain after a surgery to remove a mass from a vein?	The doctors recommended best rest and antibiotics.	['The doctors recommended a second surgery.', 'The doctors recommended morphine.', 'The doctors recommended amputating his leg.', 'The doctors recommended best rest and antibiotics.', 'The doctors recommended oxycotin.']	3409
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	35.12	friends_s09e01_seg02_clip_21	Why did Rachel pretend to not hear when Ross was talking to her about the ring?	Rachel was embarrassed that Ross had found out about the engagement	['Rachel had a headache and could not hear properly', 'Rachel had an ear infection', 'Rachel had recently been ill and lost her hearing', 'Rachel had amnesia and did not remember where the ring came from', 'Rachel was embarrassed that Ross had found out about the engagement']	3410
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	59.03	86.17	castle_s01e03_seg02_clip_03	What was Esposito and Ryan doing when they were talking?	Searching through garbage for evidence.	['Running.', 'Searching through garbage for evidence.', 'Eating lunch.', 'Doing gymnastics.', 'Filling out paperwork.']	3411
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	38.71	friends_s10e17-18_seg02_clip_15	Why did Joey make a sign before Monica and Chandler are meant to come home	To welcome the new baby	['To announce a sandwich eating contest', 'To welcome a new puppy', 'To welcome the new baby', 'To welcome Phoebe', 'To welcome Rachel']	3412
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	12.61	40.99	house_s03e18_seg02_clip_02	What type of drug did Fran admit to using when she was out of the country?	Cocaine	['LSD pills', 'Marijuana', 'Methamphetamine ', 'Heroin', 'Cocaine']	3413
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	70.83	97.03	house_s08e22_seg02_clip_11	How does the fire seem after House falls through the floor?	bigger	['smothered', 'weaker', 'out', 'fueled by an outside source ', 'bigger']	3414
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	26.31	s04e12_seg01_clip_01	How did Leonard feel when he told his friends about his idea?	excited	['jealous', 'bored', 'tired', 'angry', 'excited']	3415
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	36.49	71.54	s06e13_seg01_clip_00	What did Sheldon get when he borrowed makeup once from his sister?	pink eye	['stomach ache', 'the flu', 'pink eye', 'a headache', 'nothing']	3416
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	11.38	39.38	grey_s02e10_seg02_clip_20	Why did Izzie think Dr.Karev might be sleeping after Dr.Karev did not respond to the page for quints?	Dr.Karev was on call.	['Dr.Karev was not in the country.', 'Dr.Karev was out drinking.', 'Dr.Karev was on vacation', 'Dr.Karev was at home.', 'Dr.Karev was on call.']	3417
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	32.68	house_s03e11_seg02_clip_08	What sort of attitude did House display when he was talking to the therapist?	He didn't seem serious	"[""He didn't seem serious"", 'He seemed very determined', 'He appeared to be ashamed', ""He didn't seem happy"", 'He seemed very angry']"	3418
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	26.57	friends_s09e08_seg02_clip_01	Why did Amy say oh my god before bending down to look at the baby.	Amy notices the baby and enjoys the sight of the baby, before she bends down.	['Amy says oh my god because Ross came in the room.', 'Amy says oh my god because she lost a finger nail.', 'Amy notices the baby and enjoys the sight of the baby, before she bends down.', 'Amy says oh my god because she sees a spider.', 'Amy says oh my god because Rachel has to much make up on.']	3419
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	28.19	58.13	s10e05_seg02_clip_13	What advice does Sheldon imply he needs help with when he is talking to Penny?	His relationship with Amy	['Christmas present ideas', 'His hormones are acting up', 'His relationship with Amy', 'He needs to know what new car to buy', 'He feels lonely']	3420
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	22.51	60.03	met_s02e10_seg02_clip_14	What did hold the guy when Barney asked a question?	The guy hold a glass of beer.	['The guy hold a margarita.', 'The guy hold a pitcher.', 'The guy hold a bottle of beer.', 'The guy hold a tray.', 'The guy hold a glass of beer.']	3421
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	27.21	friends_s09e08_seg02_clip_01	What was Amy and Rachel doing before Ross came in the room. 	Amy and Rachel was talking before Ross came in the room.	['Amy and Rachel where cooking before Ross came in the room.', 'Amy and Rachel where fighting when Ross came in the room.', 'Amy and Rachel Where getting dressed when Ross came in the room.', 'Amy and Rachel was talking before Ross came in the room.', 'Amy and Rachel was cleaning before Ross came in the room.']	3422
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	28.68	friends_s03e13_seg02_clip_08	Why is Joey so confused when he is talking about the book Little Women?	There are too many unisex names	"['He was expecting it to have more sex', ""He isn't a strong reader"", 'He watched the movie first', 'There are too many unisex names', 'He keeps getting scared and has to put the book in the freezer']"	3423
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	27.72	56.35	castle_s05e05_seg02_clip_16	What does Tyson say will happen tomorrow when he is talking to Castle in the jail cell?	The DA will press charges against Castle	['The DA will press charges against Tyson', 'The DA will press charges against Castle', 'The DA will press charges against Beckett', 'The DA will press charges against Alexis', 'The DA will press charges against Ryan']	3424
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	33.81	63.56	house_s02e23_seg02_clip_02	How does House feel when Crandall reveals he is the father of Leona who is in the hospital bed?	House doesn't believe Crandall	"['House is excited.', ""House doesn't believe Crandall"", 'House shares joy with Crandall.', 'House is proud', 'House is happy.']"	3425
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	10.82	46.02	s02e14_seg01_clip_01	What does one of the guys say after Raj finishes with the explanation?	I dont know how we could have missed that	['How stupid do you get', 'Are you sure thats right', 'You are wrong', 'I dont know how we could have missed that', 'What time is it?']	3426
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	36.33	63.69	castle_s08e01_seg02_clip_09	How many people does Castle say Beckett took out when she was shot and ambushed?	Three people	['Four people', 'Two people', 'Three people', 'Five people.', 'Six people.']	3427
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	25.53	52.51	friends_s02e18_seg02_clip_04	What does Tilly drop off when she comes to Chandler's apartment?	A fish tank	"[""Eddie's collection of military models."", 'A boxy of clothing', ""Some of Eddie's baseball cards"", ""Eddie's prescription medication"", 'A fish tank']"	3428
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	25.43	s03e16_seg02_clip_04	What was Leonard doing when Penny handed him the paper?	Sitting on the couch.	['Sweeping the floor.', 'Reading a book.', 'Eating a sandwich.', 'Cleaning the table.', 'Sitting on the couch.']	3429
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	24.76	56.26	s07e11_seg01_clip_00	Where is Sheldon going after he leaves the apartment? 	Texas	['A restaurant', 'A bar', 'Texas', 'The postoffice', 'The mall']	3430
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	1.8	33.01	met_s06e24_seg02_clip_07	Who leaves a voicemail for Lily when she's sitting on the couch listening to her answering machine?	Ted	['Barney', 'Ted', 'Robin', 'Kevin', 'Miley']	3431
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	26.27	55.56	grey_s02e04_seg02_clip_04	Why does George not want to watch Ellis after she orders him around?	Ellis is no longer a surgical patient and thus doesn't need him.	"[""Ellis is no longer a surgical patient and thus doesn't need him."", 'Ellis is his mother', 'Ellis is his wife', ""George doesn't like her."", 'Richard is supposed to watch her.']"	3432
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	22.67	48.06	castle_s04e22_seg02_clip_19	Who did Castle and Beckett bring in to interview after Castle said he knew the right zombie to tell them about the zombie drug?	Paul	['Pedro', 'Peter', 'Paul', 'Pauline', 'Padre']	3433
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	38.41	met_s03e05_seg02_clip_14	Why does Barney bring up Star war when talking with Ted and Marshall.	To try to convince him to cheat on his girlfriend.	['To try to convince him to run for President.', 'To try to convince him to go home.', 'To try to convince him to quit his job.', 'To try to convince him to cheat on his girlfriend.', 'To try to convince him to leave the country']	3434
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	26.07	met_s06e08_seg02_clip_03	Why does George say he might leave the party early when talking to Zoey and Ted?	George says he may cut out early to check up on the boat.	['George says he may cut out early to visit his kids.', 'George says he may cut out early to go fishing.', 'George says he may cut out early to go to bed.', 'George says he may cut out early to check up on the boat.', 'George says he may cut out early because the boat is making him sick.']	3435
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	30.61	friends_s04e22_seg02_clip_09	Why was Joey flustered before the scene transitioned?	His ring was gone.	['Chandler was still sleepy.', 'Chandler appeared in front of him.', 'Chandler congratulated him for being the worst best man.', 'The slept with the stripper.', 'His ring was gone.']	3436
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	34.66	s02e02_seg02_clip_04	Where were Leslie and Leonard when Leslie asked Leonard out on a date?	Leslie and Leonard were sitting at a table together in the cafeteria.	"[""Leslie and Leonard were standing on the staircase in Leonard's apartment."", ""Leslie and Leonard were standing by the door outside Leonard's office. "", 'Leslie and Leonard were by a display of comic books in the comic book store.', 'Leslie and Leonard were sitting at a table together in the cafeteria.', 'Leslie and Leonard were standing next to a table in the cafeteria. ']"	3437
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	32.15	61.18	grey_s03e05_seg02_clip_12	How old approximately is Gus, the child Mr. Niles is with when he talks to Bailey about his wife?	Gus is approximately 6 months old.	['Gus is approximately 6 months old.', 'Gus is approximately 3 years old.', 'Gus is approximately 6 years old.', 'Gus is approximately 10 years old.', 'Gus is approximately 15 years old.']	3438
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	32.69	66.04	friends_s02e16_seg01_clip_00	What were Joey and Chandler talking about when they were fussing?	Joey and Chandler were fussing about Joey using Chandler's toothbrush.	"['They were fussing about breakfast.', 'They were fussing about the game.', ""Joey and Chandler were fussing about Joey using Chandler's toothbrush."", 'They were fussing about dinner.', 'They were fussing about a girl.']"	3439
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	64.42	92.03	house_s01e14_seg02_clip_16	Where does bulimia rank on the list of risk for a donor organ when waiting for a transplant according to House?	Up with suicide 	['Around the bottom', 'Up with drug abuse', 'Down with age', 'Down with smoking', 'Up with suicide ']	3440
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	27.22	52.57	friends_s01e18_seg02_clip_00	How did Rachel react when Phoebe was looking at her Visa bill?	Rachel snatched the bill from Phoebe.	['Rachel ignored Phoebe.', 'Rachel got very upset at Phoebe.', 'Rachel asked how large her Visa bill was.', 'Rachel snatched the bill from Phoebe.', 'Rachel got upset at both Phoebe and Rachel.']	3441
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	5.85	35.56	castle_s06e13_seg02_clip_03	Why did Zach break up with Mandy before she died?	Zach broke up with Mandy because he saw the picture of her cheating on him.	['Zach broke up with Mandy because she was calling him mean names.', 'Zach broke up with Mandy because he saw the picture of her cheating on him.', 'Zach broke up with Mandy because she had been stealing from him.', 'Zach broke up with Mandy because he had realized he was not interested in women.', 'Zach broke up with Mandy because Mandy was too poor for his taste.']	3442
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	80.96	114.02	house_s03e24_seg02_clip_24	How does House explain the dismantling of his team when he is chatting with the patient's husband?	Two quit and he fired the third	['Vogler made all personnel decisions', 'Cuddy fired them all', 'House got them to quit before he had to fire them', 'Two quit and he fired the third', 'House offered for them all to stay but they all quit ']	3443
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	47.79	81.01	castle_s03e09_seg02_clip_20	What photos was Marie taking when she was using a telescope?	Spy satelites 	['A new planet', 'UFOs', 'The space station', 'Spy satelites ', 'A new star']	3444
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	10.01	35.5	house_s07e18_seg02_clip_07	How does Thirteen initially react when House says he was Cuddy's weird boyfriend?	Thirteen does not believe House at first.	['Thirteen is shocked.', 'Thirteen does not believe House at first.', 'Thirteen is angry with House.', 'Thirteen is jealous of Cuddy.', 'Thirteen is Jealous of House.']	3445
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	27.77	s04e05_seg02_clip_13	What is Sheldon naming when he is walking down the stairs?	Stars	['Elements of the periodic table.', 'Superheroes', 'Movie titles', 'Texas cities', 'Stars']	3446
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	26.04	s08e05_seg01_clip_01	What did Sheldon after making a comment about the girls?	Sheldon took out his phone.	"['Sheldon clap his hands.', 'Sheldon eat his food.', 'Sheldon took out his phone.', ""Sheldon took Howard's food."", 'Sheldon throw his food in teh trash.']"	3447
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	28.57	house_s05e21_seg02_clip_10	Who is in the room when Thirteen talks to Doug?	Franni and a male nurse	['Franni and a male nurse', 'no one ', 'his parents', 'his best friend', 'his co workers ']	3448
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	26.11	s04e21_seg02_clip_02	Where is Sheldon when he talk to Priya? 	Sheldon is in the kitchen	['Sheldon is in the kitchen', 'Sheldon is in the bathroom', 'Sheldon is sitting at the computer ', 'He is sitting on the couch ', 'Sheldon is standing next to the window']	3449
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	14.22	42.07	friends_s04e10_seg02_clip_18	Where is Ross when he asks the woman if they are really in Montreal before she asks him to go with her?	Ross is on a train.	['Ross is on an airplane.', 'Ross is at his apartment.', 'Ross is at a department store.', 'Ross is at the coffee shop.', 'Ross is on a train.']	3450
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	2.8	37.26	friends_s04e06_seg02_clip_07	Why is Rachel talking about musicals when she is in the living room?	She is trying to find the answer to a crossword puzzle	['She is on the phone', 'She is trying to find the answer to a crossword puzzle', 'She is knitting', 'She is watching tv', 'She is reading a book']	3451
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	45.85	77.06	house_s07e06_seg02_clip_17	What did Dugan's answer about cocaine when House asked suggest?	He admitted to using it	['He was an addict', 'He denied using it', 'He had never used it', 'He was shocked it was suggested', 'He admitted to using it']	3452
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	27.48	59.09	s04e05_seg02_clip_13	What does Leonard's date give Bernadette a fair warning about when making their way to the restroom?	That she had the asparagus.	"['That she\'ll be going ""number two"".', 'That she had the asparagus.', ""That she'll probably be in there a while."", ""That she doesn't know where the restroom is."", 'That there are only single restrooms at that restaurant.']"	3453
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	13.68	39.97	met_s04e03_seg02_clip_14	Who falls down when he offers his fist for a fist bump?	Barney	"['Marshall', 'Barney', ""Marshall's dad."", 'Ted.', ""Stella's ex-husband.""]"	3454
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	120.12	153.02	house_s08e12_seg02_clip_25	How did the team react when Chase walked into the room while they were discussing the case? 	They seemed surprised to see him but ultimately included him in their discussion.	['They asked him why he had taken so long.', 'They told him he should go home.', 'They seemed angry to see him.', 'They seemed surprised to see him but ultimately included him in their discussion.', 'They were stunned into silence.']	3455
